state,state_name,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
maine,Maine,1981,1.24,0.28,1.05,2.57,293.9259,55.5659,218.0049,548.2667
maine,Maine,1982,1.3,0.3,1.02,2.62,308.1481,59.5349,211.7762,558.9333
maine,Maine,1983,1.32,0.29,1.03,2.64,312.8889,57.5504,213.8524,563.2
maine,Maine,1984,1.25,0.31,1.02,2.57,296.2963,61.5194,211.7762,548.2667
maine,Maine,1985,1.29,0.33,0.94,2.56,305.7778,65.4884,195.1663,546.1333
maine,Maine,1986,1.29,0.36,0.92,2.57,305.7778,71.4419,191.0138,548.2667
maine,Maine,1987,1.27,0.38,0.91,2.56,301.037,75.4109,188.9376,546.1333
maine,Maine,1988,1.29,0.36,0.91,2.55,305.7778,71.4419,188.9376,544.0
maine,Maine,1989,1.26,0.34,0.86,2.46,298.6667,67.4729,178.5564,524.8
maine,Maine,1990,1.21,0.31,0.82,2.34,286.8148,61.5194,170.2514,499.2
maine,Maine,1991,1.18,0.3,0.77,2.25,279.7037,59.5349,159.8702,480.0
maine,Maine,1992,1.16,0.29,0.78,2.23,274.963,57.5504,161.9465,475.7333
maine,Maine,1993,1.15,0.29,0.79,2.22,272.5926,57.5504,164.0227,473.6
maine,Maine,1994,1.13,0.27,0.77,2.18,267.8519,53.5814,159.8702,465.0667
maine,Maine,1995,1.14,0.28,0.7,2.12,270.2222,55.5659,145.3366,452.2667
maine,Maine,1996,1.21,0.32,0.69,2.22,286.8148,63.5039,143.2603,473.6
maine,Maine,1997,1.16,0.32,0.68,2.16,274.963,63.5039,141.1841,460.8
maine,Maine,1998,1.14,0.33,0.69,2.17,270.2222,65.4884,143.2603,462.9333
maine,Maine,1999,1.16,0.36,0.69,2.21,274.963,71.4419,143.2603,471.4667
maine,Maine,2000,1.17,0.38,0.68,2.23,277.3333,75.4109,141.1841,475.7333
maine,Maine,2001,1.21,0.37,0.7,2.28,286.8148,73.4264,145.3366,486.4
maine,Maine,2002,1.23,0.4,0.7,2.33,291.5556,79.3798,145.3366,497.0667
maine,Maine,2003,1.25,0.4,0.74,2.39,296.2963,79.3798,153.6415,509.8667
maine,Maine,2004,1.26,0.41,0.76,2.44,298.6667,81.3643,157.794,520.5333
maine,Maine,2005,1.34,0.41,0.77,2.52,317.6296,81.3643,159.8702,537.6
maine,Maine,2006,1.34,0.42,0.78,2.54,317.6296,83.3488,161.9465,541.8667
maine,Maine,2007,1.35,0.42,0.8,2.57,320.0,83.3488,166.0989,548.2667
maine,Maine,2008,1.33,0.42,0.81,2.56,315.2593,83.3488,168.1752,546.1333
maine,Maine,2009,1.31,0.42,0.82,2.55,310.5185,83.3488,170.2514,544.0
maine,Maine,2010,1.3,0.42,0.84,2.56,308.1481,83.3488,174.4039,546.1333
maine,Maine,2011,1.31,0.42,0.87,2.6,310.5185,83.3488,180.6326,554.6667
maine,Maine,2012,1.34,0.42,0.89,2.65,317.6296,83.3488,184.7851,565.3333
maine,Maine,2013,1.36,0.42,0.91,2.69,322.3704,83.3488,188.9376,573.8667
maine,Maine,2014,1.36,0.42,0.93,2.71,322.3704,83.3488,193.09,578.1333
maine,Maine,2015,1.37,0.44,0.97,2.78,324.7407,87.3178,201.395,593.0667
maine,Maine,2016,1.36,0.44,1.01,2.81,322.3704,87.3178,209.6999,599.4667
maine,Maine,2017,1.35,0.44,1.06,2.85,320.0,87.3178,220.0811,608.0
maine,Maine,2018,1.34,0.44,1.07,2.85,317.6296,87.3178,222.1573,608.0
maine,Maine,2019,1.35,0.44,1.11,2.9,320.0,87.3178,230.4623,618.6667
maine,Maine,2020,1.34,0.44,1.18,2.96,317.6296,87.3178,244.9959,631.4667
maine,Maine,2021,1.34,0.44,1.2,2.98,317.6296,87.3178,249.1484,635.7333
maine,Maine,2022,1.28,0.43,1.18,2.89,303.4074,85.3333,244.9959,616.5333
maine,Maine,2023,1.21,0.41,1.16,2.79,286.8148,81.3643,240.8435,595.2
maryland,Maryland,1977,1.36,0.3,1.38,3.05,322.3704,59.5349,286.5207,650.6667
maryland,Maryland,1978,1.4,0.31,1.38,3.09,331.8519,61.5194,286.5207,659.2
maryland,Maryland,1979,1.43,0.31,1.39,3.13,338.963,61.5194,288.5969,667.7333
maryland,Maryland,1980,1.41,0.33,1.35,3.08,334.2222,65.4884,280.292,657.0667
maryland,Maryland,1981,1.39,0.34,1.33,3.06,329.4815,67.4729,276.1395,652.8
maryland,Maryland,1982,1.27,0.32,1.16,2.76,301.037,63.5039,240.8435,588.8
maryland,Maryland,1983,1.34,0.35,1.2,2.89,317.6296,69.4574,249.1484,616.5333
maryland,Maryland,1984,1.31,0.36,1.17,2.84,310.5185,71.4419,242.9197,605.8667
maryland,Maryland,1985,1.3,0.36,1.14,2.8,308.1481,71.4419,236.691,597.3333
maryland,Maryland,1986,1.28,0.38,1.07,2.73,303.4074,75.4109,222.1573,582.4
maryland,Maryland,1987,1.28,0.38,1.06,2.71,303.4074,75.4109,220.0811,578.1333
maryland,Maryland,1988,1.24,0.36,1.0,2.6,293.9259,71.4419,207.6237,554.6667
maryland,Maryland,1989,1.2,0.34,0.97,2.52,284.4444,67.4729,201.395,537.6
maryland,Maryland,1990,1.22,0.33,0.96,2.51,289.1852,65.4884,199.3187,535.4667
maryland,Maryland,1991,1.15,0.3,0.89,2.33,272.5926,59.5349,184.7851,497.0667
maryland,Maryland,1992,1.11,0.29,0.86,2.26,263.1111,57.5504,178.5564,482.1333
maryland,Maryland,1993,1.1,0.28,0.8,2.19,260.7407,55.5659,166.0989,467.2
maryland,Maryland,1994,1.09,0.28,0.78,2.15,258.3704,55.5659,161.9465,458.6667
maryland,Maryland,1995,1.07,0.28,0.74,2.09,253.6296,55.5659,153.6415,445.8667
maryland,Maryland,1996,1.05,0.29,0.74,2.08,248.8889,57.5504,153.6415,443.7333
maryland,Maryland,1997,1.08,0.29,0.73,2.11,256.0,57.5504,151.5653,450.1333
maryland,Maryland,1998,1.05,0.3,0.73,2.08,248.8889,59.5349,151.5653,443.7333
maryland,Maryland,1999,1.04,0.3,0.74,2.08,246.5185,59.5349,153.6415,443.7333
maryland,Maryland,2000,1.04,0.3,0.75,2.09,246.5185,59.5349,155.7178,445.8667
maryland,Maryland,2001,1.06,0.3,0.75,2.11,251.2593,59.5349,155.7178,450.1333
maryland,Maryland,2002,1.06,0.31,0.76,2.12,251.2593,61.5194,157.794,452.2667
maryland,Maryland,2003,1.03,0.32,0.77,2.12,244.1481,63.5039,159.8702,452.2667
maryland,Maryland,2004,1.03,0.33,0.79,2.15,244.1481,65.4884,164.0227,458.6667
maryland,Maryland,2005,1.02,0.34,0.81,2.16,241.7778,67.4729,168.1752,460.8
maryland,Maryland,2006,1.01,0.34,0.83,2.18,239.4074,67.4729,172.3277,465.0667
maryland,Maryland,2007,1.01,0.36,0.84,2.2,239.4074,71.4419,174.4039,469.3333
maryland,Maryland,2008,0.99,0.36,0.84,2.19,234.6667,71.4419,174.4039,467.2
maryland,Maryland,2009,0.96,0.36,0.86,2.19,227.5556,71.4419,178.5564,467.2
maryland,Maryland,2010,0.94,0.38,0.89,2.21,222.8148,75.4109,184.7851,471.4667
maryland,Maryland,2011,0.92,0.39,0.89,2.19,218.0741,77.3953,184.7851,467.2
maryland,Maryland,2012,0.91,0.39,0.9,2.21,215.7037,77.3953,186.8613,471.4667
maryland,Maryland,2013,0.89,0.39,0.9,2.18,210.963,77.3953,186.8613,465.0667
maryland,Maryland,2014,0.86,0.39,0.9,2.15,203.8519,77.3953,186.8613,458.6667
maryland,Maryland,2015,0.85,0.39,0.9,2.14,201.4815,77.3953,186.8613,456.5333
maryland,Maryland,2016,0.83,0.4,0.92,2.16,196.7407,79.3798,191.0138,460.8
maryland,Maryland,2017,0.82,0.4,0.92,2.14,194.3704,79.3798,191.0138,456.5333
maryland,Maryland,2018,0.78,0.39,0.91,2.08,184.8889,77.3953,188.9376,443.7333
maryland,Maryland,2019,0.74,0.38,0.9,2.03,175.4074,75.4109,186.8613,433.0667
maryland,Maryland,2020,0.76,0.4,0.96,2.12,180.1481,79.3798,199.3187,452.2667
maryland,Maryland,2021,0.76,0.39,1.05,2.21,180.1481,77.3953,218.0049,471.4667
maryland,Maryland,2022,0.63,0.34,1.13,2.1,149.3333,67.4729,234.6148,448.0
maryland,Maryland,2023,0.67,0.34,1.17,2.18,158.8148,67.4729,242.9197,465.0667
massachusetts,Massachusetts,1977,1.35,0.37,1.25,2.97,320.0,73.4264,259.5296,633.6
massachusetts,Massachusetts,1978,1.38,0.41,1.26,3.05,327.1111,81.3643,261.6058,650.6667
massachusetts,Massachusetts,1979,1.4,0.43,1.24,3.07,331.8519,85.3333,257.4534,654.9333
massachusetts,Massachusetts,1980,1.46,0.45,1.26,3.18,346.0741,89.3023,261.6058,678.4
massachusetts,Massachusetts,1981,1.44,0.49,1.24,3.17,341.3333,97.2403,257.4534,676.2667
massachusetts,Massachusetts,1982,1.35,0.5,1.22,3.07,320.0,99.2248,253.3009,654.9333
massachusetts,Massachusetts,1983,1.36,0.49,1.2,3.05,322.3704,97.2403,249.1484,650.6667
massachusetts,Massachusetts,1984,1.29,0.5,1.23,3.02,305.7778,99.2248,255.3771,644.2667
massachusetts,Massachusetts,1985,1.28,0.5,1.19,2.97,303.4074,99.2248,247.0722,633.6
massachusetts,Massachusetts,1986,1.29,0.52,1.11,2.92,305.7778,103.1938,230.4623,622.9333
massachusetts,Massachusetts,1987,1.27,0.5,1.11,2.88,301.037,99.2248,230.4623,614.4
massachusetts,Massachusetts,1988,1.27,0.49,1.05,2.81,301.037,97.2403,218.0049,599.4667
massachusetts,Massachusetts,1989,1.24,0.46,1.0,2.7,293.9259,91.2868,207.6237,576.0
massachusetts,Massachusetts,1990,1.22,0.45,0.97,2.63,289.1852,89.3023,201.395,561.0667
massachusetts,Massachusetts,1991,1.19,0.43,0.87,2.49,282.0741,85.3333,180.6326,531.2
massachusetts,Massachusetts,1992,1.12,0.44,0.82,2.38,265.4815,87.3178,170.2514,507.7333
massachusetts,Massachusetts,1993,1.14,0.44,0.8,2.38,270.2222,87.3178,166.0989,507.7333
massachusetts,Massachusetts,1994,1.14,0.44,0.8,2.38,270.2222,87.3178,166.0989,507.7333
massachusetts,Massachusetts,1995,1.13,0.44,0.78,2.35,267.8519,87.3178,161.9465,501.3333
massachusetts,Massachusetts,1996,1.11,0.48,0.77,2.35,263.1111,95.2558,159.8702,501.3333
massachusetts,Massachusetts,1997,1.13,0.49,0.76,2.39,267.8519,97.2403,157.794,509.8667
massachusetts,Massachusetts,1998,1.14,0.5,0.75,2.39,270.2222,99.2248,155.7178,509.8667
massachusetts,Massachusetts,1999,1.09,0.51,0.79,2.39,258.3704,101.2093,164.0227,509.8667
massachusetts,Massachusetts,2000,1.16,0.51,0.87,2.55,274.963,101.2093,180.6326,544.0
massachusetts,Massachusetts,2001,1.13,0.52,0.79,2.44,267.8519,103.1938,164.0227,520.5333
massachusetts,Massachusetts,2002,1.13,0.54,0.8,2.47,267.8519,107.1628,166.0989,526.9333
massachusetts,Massachusetts,2003,1.1,0.56,0.82,2.49,260.7407,111.1318,170.2514,531.2
massachusetts,Massachusetts,2004,1.1,0.58,0.84,2.52,260.7407,115.1008,174.4039,537.6
massachusetts,Massachusetts,2005,1.07,0.59,0.85,2.51,253.6296,117.0853,176.4801,535.4667
massachusetts,Massachusetts,2006,1.1,0.61,0.85,2.56,260.7407,121.0543,176.4801,546.1333
massachusetts,Massachusetts,2007,1.11,0.62,0.87,2.59,263.1111,123.0388,180.6326,552.5333
massachusetts,Massachusetts,2008,1.08,0.62,0.84,2.54,256.0,123.0388,174.4039,541.8667
massachusetts,Massachusetts,2009,1.03,0.62,0.85,2.49,244.1481,123.0388,176.4801,531.2
massachusetts,Massachusetts,2010,1.04,0.62,0.84,2.5,246.5185,123.0388,174.4039,533.3333
massachusetts,Massachusetts,2011,1.02,0.64,0.88,2.54,241.7778,127.0078,182.7088,541.8667
massachusetts,Massachusetts,2012,1.03,0.65,0.88,2.56,244.1481,128.9922,182.7088,546.1333
massachusetts,Massachusetts,2013,1.0,0.66,0.89,2.55,237.037,130.9767,184.7851,544.0
massachusetts,Massachusetts,2014,0.98,0.66,0.91,2.54,232.2963,130.9767,188.9376,541.8667
massachusetts,Massachusetts,2015,0.96,0.65,0.91,2.52,227.5556,128.9922,188.9376,537.6
massachusetts,Massachusetts,2016,0.95,0.65,0.97,2.56,225.1852,128.9922,201.395,546.1333
massachusetts,Massachusetts,2017,0.95,0.66,0.97,2.58,225.1852,130.9767,201.395,550.4
massachusetts,Massachusetts,2018,0.91,0.63,1.0,2.55,215.7037,125.0233,207.6237,544.0
massachusetts,Massachusetts,2019,0.91,0.61,1.04,2.56,215.7037,121.0543,215.9286,546.1333
massachusetts,Massachusetts,2020,0.84,0.61,1.14,2.59,199.1111,121.0543,236.691,552.5333
massachusetts,Massachusetts,2021,0.85,0.59,1.34,2.78,201.4815,117.0853,278.2157,593.0667
massachusetts,Massachusetts,2022,0.8,0.57,1.46,2.82,189.6296,113.1163,303.1306,601.6
massachusetts,Massachusetts,2023,0.75,0.55,1.57,2.87,177.7778,109.1473,325.9692,612.2667
michigan,Michigan,1977,1.45,0.24,1.02,2.71,343.7037,47.6279,211.7762,578.1333
michigan,Michigan,1978,1.43,0.25,1.05,2.74,338.963,49.6124,218.0049,584.5333
michigan,Michigan,1979,1.36,0.25,1.03,2.65,322.3704,49.6124,213.8524,565.3333
michigan,Michigan,1980,1.34,0.28,1.02,2.65,317.6296,55.5659,211.7762,565.3333
michigan,Michigan,1981,1.34,0.29,1.0,2.63,317.6296,57.5504,207.6237,561.0667
michigan,Michigan,1982,1.35,0.39,0.99,2.73,320.0,77.3953,205.5474,582.4
michigan,Michigan,1983,1.36,0.28,0.98,2.62,322.3704,55.5659,203.4712,558.9333
michigan,Michigan,1984,1.33,0.31,0.98,2.61,315.2593,61.5194,203.4712,556.8
michigan,Michigan,1985,1.31,0.32,0.96,2.59,310.5185,63.5039,199.3187,552.5333
michigan,Michigan,1986,1.33,0.33,0.9,2.57,315.2593,65.4884,186.8613,548.2667
michigan,Michigan,1987,1.32,0.33,0.85,2.51,312.8889,65.4884,176.4801,535.4667
michigan,Michigan,1988,1.32,0.32,0.84,2.48,312.8889,63.5039,174.4039,529.0667
michigan,Michigan,1989,1.29,0.3,0.8,2.39,305.7778,59.5349,166.0989,509.8667
michigan,Michigan,1990,1.33,0.28,0.8,2.42,315.2593,55.5659,166.0989,516.2667
michigan,Michigan,1991,1.3,0.22,0.74,2.26,308.1481,43.6589,153.6415,482.1333
michigan,Michigan,1992,1.26,0.22,0.74,2.21,298.6667,43.6589,153.6415,471.4667
michigan,Michigan,1993,1.26,0.2,0.72,2.18,298.6667,39.6899,149.4891,465.0667
michigan,Michigan,1994,1.23,0.2,0.67,2.1,291.5556,39.6899,139.1079,448.0
michigan,Michigan,1995,1.2,0.19,0.67,2.06,284.4444,37.7054,139.1079,439.4667
michigan,Michigan,1996,1.22,0.22,0.66,2.09,289.1852,43.6589,137.0316,445.8667
michigan,Michigan,1997,1.19,0.22,0.66,2.07,282.0741,43.6589,137.0316,441.6
michigan,Michigan,1998,1.2,0.22,0.68,2.1,284.4444,43.6589,141.1841,448.0
michigan,Michigan,1999,1.2,0.24,0.67,2.11,284.4444,47.6279,139.1079,450.1333
michigan,Michigan,2000,1.2,0.24,0.68,2.13,284.4444,47.6279,141.1841,454.4
michigan,Michigan,2001,1.18,0.23,0.68,2.09,279.7037,45.6434,141.1841,445.8667
michigan,Michigan,2002,1.19,0.25,0.69,2.13,282.0741,49.6124,143.2603,454.4
michigan,Michigan,2003,1.17,0.28,0.72,2.17,277.3333,55.5659,149.4891,462.9333
michigan,Michigan,2004,1.16,0.27,0.72,2.15,274.963,53.5814,149.4891,458.6667
michigan,Michigan,2005,1.15,0.28,0.74,2.16,272.5926,55.5659,153.6415,460.8
michigan,Michigan,2006,1.13,0.29,0.76,2.18,267.8519,57.5504,157.794,465.0667
michigan,Michigan,2007,1.13,0.3,0.77,2.19,267.8519,59.5349,159.8702,467.2
michigan,Michigan,2008,1.13,0.3,0.79,2.22,267.8519,59.5349,164.0227,473.6
michigan,Michigan,2009,1.11,0.32,0.8,2.23,263.1111,63.5039,166.0989,475.7333
michigan,Michigan,2010,1.09,0.33,0.81,2.23,258.3704,65.4884,168.1752,475.7333
michigan,Michigan,2011,1.07,0.35,0.83,2.25,253.6296,69.4574,172.3277,480.0
michigan,Michigan,2012,1.08,0.35,0.84,2.27,256.0,69.4574,174.4039,484.2667
michigan,Michigan,2013,1.01,0.37,0.85,2.23,239.4074,73.4264,176.4801,475.7333
michigan,Michigan,2014,1.05,0.39,0.88,2.32,248.8889,77.3953,182.7088,494.9333
michigan,Michigan,2015,0.99,0.36,0.89,2.24,234.6667,71.4419,184.7851,477.8667
michigan,Michigan,2016,1.03,0.39,0.91,2.34,244.1481,77.3953,188.9376,499.2
michigan,Michigan,2017,1.01,0.4,0.93,2.34,239.4074,79.3798,193.09,499.2
michigan,Michigan,2018,1.0,0.4,0.96,2.36,237.037,79.3798,199.3187,503.4667
michigan,Michigan,2019,1.0,0.4,0.99,2.38,237.037,79.3798,205.5474,507.7333
michigan,Michigan,2020,0.99,0.42,1.09,2.51,234.6667,83.3488,226.3098,535.4667
michigan,Michigan,2021,0.98,0.42,1.09,2.5,232.2963,83.3488,226.3098,533.3333
michigan,Michigan,2022,0.94,0.39,1.06,2.39,222.8148,77.3953,220.0811,509.8667
michigan,Michigan,2023,0.89,0.36,1.05,2.3,210.963,71.4419,218.0049,490.6667
midwest region,Midwest Region,1977,1.32,0.21,0.96,2.49,312.8889,41.6744,199.3187,531.2
midwest region,Midwest Region,1978,1.35,0.22,0.95,2.52,320.0,43.6589,197.2425,537.6
midwest region,Midwest Region,1979,1.4,0.23,0.95,2.58,331.8519,45.6434,197.2425,550.4
midwest region,Midwest Region,1980,1.42,0.24,0.96,2.63,336.5926,47.6279,199.3187,561.0667
midwest region,Midwest Region,1981,1.42,0.26,0.93,2.61,336.5926,51.5969,193.09,556.8
midwest region,Midwest Region,1982,1.42,0.27,0.88,2.57,336.5926,53.5814,182.7088,548.2667
midwest region,Midwest Region,1983,1.42,0.25,0.87,2.54,336.5926,49.6124,180.6326,541.8667
midwest region,Midwest Region,1984,1.4,0.27,0.84,2.52,331.8519,53.5814,174.4039,537.6
midwest region,Midwest Region,1985,1.37,0.28,0.84,2.49,324.7407,55.5659,174.4039,531.2
midwest region,Midwest Region,1986,1.38,0.3,0.78,2.46,327.1111,59.5349,161.9465,524.8
midwest region,Midwest Region,1987,1.38,0.3,0.77,2.45,327.1111,59.5349,159.8702,522.6667
midwest region,Midwest Region,1988,1.38,0.29,0.75,2.41,327.1111,57.5504,155.7178,514.1333
midwest region,Midwest Region,1989,1.36,0.26,0.72,2.35,322.3704,51.5969,149.4891,501.3333
midwest region,Midwest Region,1990,1.38,0.26,0.74,2.37,327.1111,51.5969,153.6415,505.6
midwest region,Midwest Region,1991,1.35,0.23,0.67,2.25,320.0,45.6434,139.1079,480.0
midwest region,Midwest Region,1992,1.31,0.23,0.68,2.21,310.5185,45.6434,141.1841,471.4667
midwest region,Midwest Region,1993,1.3,0.22,0.67,2.18,308.1481,43.6589,139.1079,465.0667
midwest region,Midwest Region,1994,1.3,0.22,0.63,2.14,308.1481,43.6589,130.8029,456.5333
midwest region,Midwest Region,1995,1.29,0.22,0.62,2.12,305.7778,43.6589,128.7267,452.2667
midwest region,Midwest Region,1996,1.28,0.23,0.62,2.12,303.4074,45.6434,128.7267,452.2667
midwest region,Midwest Region,1997,1.26,0.23,0.62,2.11,298.6667,45.6434,128.7267,450.1333
midwest region,Midwest Region,1998,1.28,0.23,0.63,2.14,303.4074,45.6434,130.8029,456.5333
midwest region,Midwest Region,1999,1.29,0.24,0.63,2.15,305.7778,47.6279,130.8029,458.6667
midwest region,Midwest Region,2000,1.29,0.24,0.63,2.16,305.7778,47.6279,130.8029,460.8
midwest region,Midwest Region,2001,1.29,0.23,0.65,2.17,305.7778,45.6434,134.9554,462.9333
midwest region,Midwest Region,2002,1.3,0.25,0.64,2.19,308.1481,49.6124,132.8792,467.2
midwest region,Midwest Region,2003,1.28,0.26,0.68,2.23,303.4074,51.5969,141.1841,475.7333
midwest region,Midwest Region,2004,1.28,0.26,0.68,2.22,303.4074,51.5969,141.1841,473.6
midwest region,Midwest Region,2005,1.27,0.27,0.71,2.25,301.037,53.5814,147.4128,480.0
midwest region,Midwest Region,2006,1.27,0.28,0.72,2.27,301.037,55.5659,149.4891,484.2667
midwest region,Midwest Region,2007,1.28,0.3,0.74,2.32,303.4074,59.5349,153.6415,494.9333
midwest region,Midwest Region,2008,1.27,0.29,0.76,2.33,301.037,57.5504,157.794,497.0667
midwest region,Midwest Region,2009,1.25,0.3,0.76,2.32,296.2963,59.5349,157.794,494.9333
midwest region,Midwest Region,2010,1.23,0.3,0.77,2.3,291.5556,59.5349,159.8702,490.6667
midwest region,Midwest Region,2011,1.2,0.32,0.79,2.31,284.4444,63.5039,164.0227,492.8
midwest region,Midwest Region,2012,1.2,0.33,0.82,2.35,284.4444,65.4884,170.2514,501.3333
midwest region,Midwest Region,2013,1.17,0.34,0.83,2.34,277.3333,67.4729,172.3277,499.2
midwest region,Midwest Region,2014,1.16,0.34,0.84,2.35,274.963,67.4729,174.4039,501.3333
midwest region,Midwest Region,2015,1.15,0.35,0.86,2.36,272.5926,69.4574,178.5564,503.4667
midwest region,Midwest Region,2016,1.14,0.35,0.87,2.37,270.2222,69.4574,180.6326,505.6
midwest region,Midwest Region,2017,1.12,0.36,0.9,2.38,265.4815,71.4419,186.8613,507.7333
midwest region,Midwest Region,2018,1.1,0.36,0.91,2.37,260.7407,71.4419,188.9376,505.6
midwest region,Midwest Region,2019,1.09,0.36,0.94,2.39,258.3704,71.4419,195.1663,509.8667
midwest region,Midwest Region,2020,1.08,0.37,1.01,2.47,256.0,73.4264,209.6999,526.9333
midwest region,Midwest Region,2021,1.09,0.37,1.06,2.52,258.3704,73.4264,220.0811,537.6
midwest region,Midwest Region,2022,1.05,0.36,1.06,2.47,248.8889,71.4419,220.0811,526.9333
midwest region,Midwest Region,2023,1.0,0.35,1.07,2.42,237.037,69.4574,222.1573,516.2667
minnesota,Minnesota,1977,1.31,0.21,1.16,2.67,310.5185,41.6744,240.8435,569.6
minnesota,Minnesota,1978,1.32,0.23,1.16,2.71,312.8889,45.6434,240.8435,578.1333
minnesota,Minnesota,1979,1.36,0.24,1.17,2.77,322.3704,47.6279,242.9197,590.9333
minnesota,Minnesota,1980,1.39,0.26,1.2,2.85,329.4815,51.5969,249.1484,608.0
minnesota,Minnesota,1981,1.39,0.27,1.18,2.84,329.4815,53.5814,244.9959,605.8667
minnesota,Minnesota,1982,1.37,0.27,1.11,2.75,324.7407,53.5814,230.4623,586.6667
minnesota,Minnesota,1983,1.38,0.27,1.1,2.74,327.1111,53.5814,228.3861,584.5333
minnesota,Minnesota,1984,1.34,0.28,1.07,2.69,317.6296,55.5659,222.1573,573.8667
minnesota,Minnesota,1985,1.31,0.31,1.06,2.68,310.5185,61.5194,220.0811,571.7333
minnesota,Minnesota,1986,1.31,0.34,0.93,2.57,310.5185,67.4729,193.09,548.2667
minnesota,Minnesota,1987,1.32,0.32,0.94,2.58,312.8889,63.5039,195.1663,550.4
minnesota,Minnesota,1988,1.31,0.3,0.9,2.51,310.5185,59.5349,186.8613,535.4667
minnesota,Minnesota,1989,1.29,0.27,0.89,2.46,305.7778,53.5814,184.7851,524.8
minnesota,Minnesota,1990,1.32,0.27,0.96,2.55,312.8889,53.5814,199.3187,544.0
minnesota,Minnesota,1991,1.3,0.24,0.81,2.35,308.1481,47.6279,168.1752,501.3333
minnesota,Minnesota,1992,1.25,0.25,0.85,2.35,296.2963,49.6124,176.4801,501.3333
minnesota,Minnesota,1993,1.24,0.24,0.84,2.33,293.9259,47.6279,174.4039,497.0667
minnesota,Minnesota,1994,1.27,0.25,0.83,2.35,301.037,49.6124,172.3277,501.3333
minnesota,Minnesota,1995,1.29,0.26,0.83,2.38,305.7778,51.5969,172.3277,507.7333
minnesota,Minnesota,1996,1.23,0.26,0.83,2.32,291.5556,51.5969,172.3277,494.9333
minnesota,Minnesota,1997,1.2,0.27,0.85,2.31,284.4444,53.5814,176.4801,492.8
minnesota,Minnesota,1998,1.16,0.27,0.84,2.27,274.963,53.5814,174.4039,484.2667
minnesota,Minnesota,1999,1.23,0.27,0.86,2.36,291.5556,53.5814,178.5564,503.4667
minnesota,Minnesota,2000,1.24,0.26,0.87,2.37,293.9259,51.5969,180.6326,505.6
minnesota,Minnesota,2001,1.25,0.26,0.88,2.39,296.2963,51.5969,182.7088,509.8667
minnesota,Minnesota,2002,1.26,0.28,0.88,2.41,298.6667,55.5659,182.7088,514.1333
minnesota,Minnesota,2003,1.22,0.29,0.91,2.43,289.1852,57.5504,188.9376,518.4
minnesota,Minnesota,2004,1.24,0.31,0.94,2.5,293.9259,61.5194,195.1663,533.3333
minnesota,Minnesota,2005,1.18,0.33,0.97,2.48,279.7037,65.4884,201.395,529.0667
minnesota,Minnesota,2006,1.15,0.32,0.93,2.4,272.5926,63.5039,193.09,512.0
minnesota,Minnesota,2007,1.23,0.36,1.01,2.6,291.5556,71.4419,209.6999,554.6667
minnesota,Minnesota,2008,1.21,0.36,1.03,2.6,286.8148,71.4419,213.8524,554.6667
minnesota,Minnesota,2009,1.19,0.37,1.04,2.59,282.0741,73.4264,215.9286,552.5333
minnesota,Minnesota,2010,1.14,0.33,0.97,2.44,270.2222,65.4884,201.395,520.5333
minnesota,Minnesota,2011,1.13,0.34,1.0,2.47,267.8519,67.4729,207.6237,526.9333
minnesota,Minnesota,2012,1.18,0.42,1.11,2.71,279.7037,83.3488,230.4623,578.1333
minnesota,Minnesota,2013,1.14,0.43,1.16,2.73,270.2222,85.3333,240.8435,582.4
minnesota,Minnesota,2014,1.14,0.44,1.23,2.81,270.2222,87.3178,255.3771,599.4667
minnesota,Minnesota,2015,1.16,0.43,1.14,2.73,274.963,85.3333,236.691,582.4
minnesota,Minnesota,2016,1.15,0.44,1.17,2.77,272.5926,87.3178,242.9197,590.9333
minnesota,Minnesota,2017,1.15,0.44,1.19,2.77,272.5926,87.3178,247.0722,590.9333
minnesota,Minnesota,2018,1.14,0.44,1.21,2.79,270.2222,87.3178,251.2247,595.2
minnesota,Minnesota,2019,1.12,0.43,1.23,2.79,265.4815,85.3333,255.3771,595.2
minnesota,Minnesota,2020,1.1,0.44,1.29,2.83,260.7407,87.3178,267.8345,603.7333
minnesota,Minnesota,2021,1.13,0.42,1.36,2.91,267.8519,83.3488,282.3682,620.8
minnesota,Minnesota,2022,1.06,0.39,1.4,2.86,251.2593,77.3953,290.6732,610.1333
minnesota,Minnesota,2023,1.03,0.37,1.47,2.87,244.1481,73.4264,305.2068,612.2667
mississippi,Mississippi,1977,1.04,0.1,0.83,1.98,246.5185,19.845,172.3277,422.4
mississippi,Mississippi,1978,1.11,0.1,0.88,2.09,263.1111,19.845,182.7088,445.8667
mississippi,Mississippi,1979,1.1,0.09,0.81,2.0,260.7407,17.8605,168.1752,426.6667
mississippi,Mississippi,1980,1.13,0.1,0.86,2.09,267.8519,19.845,178.5564,445.8667
mississippi,Mississippi,1981,1.19,0.11,0.84,2.13,282.0741,21.8295,174.4039,454.4
mississippi,Mississippi,1982,1.18,0.11,0.81,2.1,279.7037,21.8295,168.1752,448.0
mississippi,Mississippi,1983,1.2,0.11,0.8,2.1,284.4444,21.8295,166.0989,448.0
